Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,1st Mo - Oil,1st Mo - Gas,1st Mo - Water,Max IP - Oil,Max IP - Gas,Max IP - Water,Max IP - Date - Oil,Max IP - Date - Gas,Max IP - Date - Water,2nd Mo - Oil,2nd Mo - Gas,2nd Mo - Water,2nd/3rd Mo - Oil,2nd/3rd Mo - Gas,2nd/3rd Mo - Water,2nd/3rd Mo - Num of Mos,2nd-4th Mo - Oil,2nd-4th Mo - Gas,2nd-4th Mo - Water,2nd-4th Mo - Num of Mos,Norm 6 mos - Oil,Norm 6 mos - Gas,Norm 6 mos - Water,Norm 6 mos - Num of Mos,Norm 1 yr - Oil,Norm 1 yr - Gas,Norm 1 yr - Water,Norm 1 yr - Num of Mos,Norm 2 yr - Oil,Norm 2 yr - Gas,Norm 2 yr - Water,Norm 2 yr - Num of Mos,Cum Oil,Cum Gas,Last 12 Month Oil,Last 12 Month Gas
142020P56287MULTIWELL01,PI,ALLOCATED,O,BROWN-DUPNIK B UNIT 1H,MULTI,42255323530000,,8811,12340,,,,,,,,19116,25490,,31353,32022,,2,31353,32022,,2,31353,32022,,2,31353,32022,,2,31353,32022,,2,40164,44362,40164,44362
142020P56309MULTIWELL01,PI,ALLOCATED,O,HAZEL UNIT 2H,MULTI,42255327060000,,4820,3287,,,,,,,,15246,12880,,27642,12880,,2,27642,12880,,2,27642,12880,,2,27642,12880,,2,27642,12880,,2,32462,16167,32462,16167
142020P57244MULTIWELL01,PI,ALLOCATED,O,BEST-BEARD UNIT 2H,MULTI,42255326610000,,21997,29231,,,,,,,,17163,27430,,17163,27430,,1,17163,27430,,1,17163,27430,,1,17163,27430,,1,17163,27430,,1,39160,56661,39160,56661
142020P57245MULTIWELL01,PI,ALLOCATED,O,BEST-BEARD UNIT 3H,MULTI,42255326930000,,16167,20502,,,,,,,,15471,22446,,15471,22446,,1,15471,22446,,1,15471,22446,,1,15471,22446,,1,15471,22446,,1,31638,42948,31638,42948
142020P57246MULTIWELL01,PI,ALLOCATED,O,BEST-BEARD UNIT 4H,MULTI,42255326940000,,25765,40020,,,,,,,,17685,28940,,17685,28940,,1,17685,28940,,1,17685,28940,,1,17685,28940,,1,17685,28940,,1,43450,68960,43450,68960
142020P57251MULTIWELL01,PI,ALLOCATED,O,SALGE-BUSSELMAN UNIT 5H,MULTI,42255328420000,,8381,6624,,,,,,,,20172,25199,,20172,25199,,1,20172,25199,,1,20172,25199,,1,20172,25199,,1,20172,25199,,1,28553,31823,28553,31823
142020P57252MULTIWELL01,PI,ALLOCATED,O,SALGE-BUSSELMAN UNIT 2H,MULTI,42255328430000,,13238,9624,,,,,,,,16078,15267,,16078,15267,,1,16078,15267,,1,16078,15267,,1,16078,15267,,1,16078,15267,,1,29316,24891,29316,24891
142020P57253MULTIWELL01,PI,ALLOCATED,O,SALGE-BUSSELMAN UNIT 3H,MULTI,42255328460000,,8514,6148,,,,,,,,18756,18158,,18756,18158,,1,18756,18158,,1,18756,18158,,1,18756,18158,,1,18756,18158,,1,27270,24306,27270,24306
142020P57259MULTIWELL01,PI,ALLOCATED,O,RUTTER RANCH UNIT 1H,MULTI,42255328620000,,13412,6931,,,,,,,,18172,9087,,18172,9087,,1,18172,9087,,1,18172,9087,,1,18172,9087,,1,18172,9087,,1,31584,16018,31584,16018
142020P57261MULTIWELL01,PI,ALLOCATED,O,SALGE-BUSSELMAN UNIT 4H,MULTI,42255328650000,,12278,8802,,,,,,,,14608,13433,,14608,13433,,1,14608,13433,,1,14608,13433,,1,14608,13433,,1,14608,13433,,1,26886,22235,26886,22235
142020P57263MULTIWELL01,PI,ALLOCATED,O,ADAMS-TIPTON UNIT 4H,MULTI,42255329840000,,7397,9133,,,,,,,,19575,25757,,19575,25757,,1,19575,25757,,1,19575,25757,,1,19575,25757,,1,19575,25757,,1,26972,34890,26972,34890
142020P58436MULTIWELL01,PI,ALLOCATED,O,DAVIS A 1H,MULTI,42255327120000,,10367,6370,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,10367,6370,10367,6370
142020P58437MULTIWELL01,PI,ALLOCATED,O,DAVIS A 3H,MULTI,42255327140000,,10973,6588,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,10973,6588,10973,6588
142020P58438MULTIWELL01,PI,ALLOCATED,O,GREAVES A  B  3H,MULTI,42255327150100,,6508,4700,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6508,4700,6508,4700
142020P58439MULTIWELL01,PI,ALLOCATED,O,GREAVES A  B  5H,MULTI,42255327160000,,3151,1828,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,3151,1828,3151,1828
142020P58441MULTIWELL01,PI,ALLOCATED,O,GALLO ROJO A 5H,MULTI,42255328870000,,5005,2182,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,5005,2182,5005,2182
142020P58442MULTIWELL01,PI,ALLOCATED,O,BORIS 1H,MULTI,42255328970100,,10894,6176,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,10894,6176,10894,6176
142020P58443MULTIWELL01,PI,ALLOCATED,O,CARAWAY UNIT 1H,MULTI,42255329060000,,5206,3821,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,5206,3821,5206,3821
142020P58444MULTIWELL01,PI,ALLOCATED,O,MILLER-RIDOUT UNIT 3H,MULTI,42255329100000,,5675,9290,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,5675,9290,5675,9290
142020P58445MULTIWELL01,PI,ALLOCATED,O,MILLER-RIDOUT UNIT 4H,MULTI,42255329110000,,4312,6364,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,4312,6364,4312,6364
142020P58446MULTIWELL01,PI,ALLOCATED,O,PATTON UNIT 2H,MULTI,42255329180000,,9395,9058,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,9395,9058,9395,9058
142020P58447MULTIWELL01,PI,ALLOCATED,O,YOSKO-WITTE UNIT 1H,MULTI,42255329190000,,3705,4875,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,3705,4875,3705,4875
142020P58448MULTIWELL01,PI,ALLOCATED,O,YOSKO-WITTE UNIT 2H,MULTI,42255329200000,,5784,7516,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,5784,7516,5784,7516
142020P58449MULTIWELL01,PI,ALLOCATED,O,PATTON UNIT 1H,MULTI,42255329280000,,8899,8886,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,8899,8886,8899,8886
142020P58450MULTIWELL01,PI,ALLOCATED,O,BEAM HEDTKE UNIT 1H,MULTI,42255329490000,,7117,5112,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,7117,5112,7117,5112
142020P58451MULTIWELL01,PI,ALLOCATED,O,BEAM-HEDTKE UNIT 2H,MULTI,42255329500000,,6546,5299,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6546,5299,6546,5299
142020P58452MULTIWELL01,PI,ALLOCATED,O,LUCILLE UNIT 1H,MULTI,42255330060000,,1941,1580,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,1941,1580,1941,1580
142020P58453MULTIWELL01,PI,ALLOCATED,O,ROGERS 1H,MULTI,42255330380000,,2787,3137,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,2787,3137,2787,3137
142020P58454MULTIWELL01,PI,ALLOCATED,O,ROGERS 2H,MULTI,42255330390000,,1989,2983,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,1989,2983,1989,2983
142020P57320MULTIWELL01,PI,ALLOCATED,O,OLSOVSKY UNIT 1H,MULTI,42285336700000,,6464,9388,,,,,,,,4703,7700,,4703,7700,,1,4703,7700,,1,4703,7700,,1,4703,7700,,1,4703,7700,,1,11167,17088,11167,17088
142020P57321MULTIWELL01,PI,ALLOCATED,O,MARTINSEN UNIT 1H,MULTI,42285336770100,,10968,35074,,,,,,,,18793,69851,,18793,69851,,1,18793,69851,,1,18793,69851,,1,18793,69851,,1,18793,69851,,1,29761,104925,29761,104925
142020P58513MULTIWELL01,PI,ALLOCATED,O,FOJTIK UNIT 1H,MULTI,42285336790000,,9320,21379,,,,,,,,10798,25614,,10798,25614,,1,10798,25614,,1,10798,25614,,1,10798,25614,,1,10798,25614,,1,20118,46993,20118,46993
142020P58514MULTIWELL01,PI,ALLOCATED,O,OTHOLD UNIT 1H,MULTI,42285336800000,,10093,33037,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,10093,33037,10093,33037
142020P58515MULTIWELL01,PI,ALLOCATED,O,SHINER UNIT A 1H,MULTI,42285336830000,,6470,12556,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6470,12556,6470,12556
142020P58516MULTIWELL01,PI,ALLOCATED,O,HINZE UNIT 1H,MULTI,42285336840000,,2953,10934,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,2953,10934,2953,10934
1420500039143H,PI,ALLOCATED,O,SIMMS,3H,42289316630100,,1203,,,50,,17,2010-01-27,,2010-01-27,1186,,403,2590,,880,2,3777,,1284,3,6459,,2196,6,9966,,3388,12,14216,,4834,24,18445,0,1946,
1420500039522H,PI,ALLOCATED,O,EASTERLING,2H,42289318590000,,312,,297,21,,20,2010-08-23,,2010-08-23,313,,298,414,,394,2,680,,647,3,1306,,1243,6,2328,,2216,12,3290,,3133,24,4279,0,932,
1420500039731H,PI,ALLOCATED,O,DONAHO UNIT,1H,42289319950200,,5828,1465,4265,179,,131,2012-05-30,,2012-05-30,4775,1434,3495,9808,3087,7178,2,13566,4329,9928,3,22236,8051,16273,6,32358,8652,23680,11,32358,8652,23680,11,38186,10117,38186,10117
142050P40547MULTIWELL01,PI,ALLOCATED,O,SMITH T C 2H,MULTI,42289318920000,,1015,,,,,,,,,1819,,,2521,,,2,3079,,,3,4298,,,6,6007,,,12,14938,,,24,17415,0,9795,
142010016551B  1H,PI,ALLOCATED,O,LARK RANCH,B  1H,42297351410000,,3936,9023,927,620,,146,2012-09-15,,2012-09-15,14402,40737,3394,28306,84301,6670,2,41633,122431,9810,3,68763,203516,16203,6,76144,226112,17942,7,76144,226112,17942,7,80080,235135,80080,235135
1420100165811H,PI,ALLOCATED,O,HAUGLUM A,1H,42297352030000,,2634,3316,,,,,,,,2044,6456,,3163,8743,,2,3163,8743,,2,3163,8743,,2,3163,8743,,2,3163,8743,,2,5797,12059,5797,12059
142020P54871MULTIWELL01,PI,ALLOCATED,O,FORDYCE SHARON 01 02H,MULTI,42297351880000,,10137,7938,,,,,,,,14203,12142,,24111,20990,,2,32798,29548,,3,38469,36166,,4,38469,36166,,4,38469,36166,,4,48606,44104,48606,44104
142020P57357MULTIWELL01,PI,ALLOCATED,O,IDYLWOOD 03 2H,MULTI,42297352830000,,4661,3280,,,,,,,,14565,11175,,14565,11175,,1,14565,11175,,1,14565,11175,,1,14565,11175,,1,14565,11175,,1,19226,14455,19226,14455
142020P57358MULTIWELL01,PI,ALLOCATED,O,WHITSETT-POSEY UNIT 2H,MULTI,42297352860000,,2960,7229,,,,,,,,8594,14339,,8594,14339,,1,8594,14339,,1,8594,14339,,1,8594,14339,,1,8594,14339,,1,11554,21568,11554,21568
142020P57359MULTIWELL01,PI,ALLOCATED,O,WHITSETT-POSEY UNIT 3H,MULTI,42297352870000,,3426,7287,,,,,,,,11685,16003,,11685,16003,,1,11685,16003,,1,11685,16003,,1,11685,16003,,1,11685,16003,,1,15111,23290,15111,23290
142020P58551MULTIWELL01,PI,ALLOCATED,O,WHITSETT-ESSE 3H,MULTI,42297352600000,,10175,16514,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,10175,16514,10175,16514
142020P58552MULTIWELL01,PI,ALLOCATED,O,WHITSETT-MASSENGALE UNIT 1H,MULTI,42297352610100,,12503,17983,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,12503,17983,12503,17983
142020P58553MULTIWELL01,PI,ALLOCATED,O,WHITSETT-ESSE 2H,MULTI,42297352620000,,4942,8186,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,4942,8186,4942,8186
142020P58554MULTIWELL01,PI,ALLOCATED,O,WHITSETT-ESSE 4H,MULTI,42297352630000,,9152,14538,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,9152,14538,9152,14538
242010248927,PI,WELL,G,DONNELL,1,42311341160100,248927,,4807,,,4396,417,,2009-03-01,2009-03-01,9776,102115,9687,15320,173454,16454,2,20545,232156,22022,3,31677,360324,34180,6,50011,562373,37309,12,68689,814911,37695,24,90321,1149620,8226,126028
242010251821,PI,WELL,G,DONNELL MINERALS 366,1H,42311341310100,251821,813,45003,5194,,5034,581,,2009-08-31,2009-08-31,4735,104307,12039,7018,161788,18673,2,8625,189460,21867,3,13350,279874,32303,6,18632,381821,38231,12,25862,525133,41120,24,33299,725362,3423,78911
242010255036,PI,WELL,G,DONNELL 457,1H,42311341370000,255036,,498,,,3628,368,,2010-08-10,2010-08-10,16291,114588,11623,30554,214077,11779,2,42400,298937,11912,3,66446,467269,12177,6,99204,692003,19081,12,134719,945204,23230,24,149791,1062019,22916,174081
242010255452,PI,WELL,G,DONNELL ET AL,5H,42311341530000,255452,,44638,11786,,5162,1363,,2009-11-26,2009-11-26,3296,97892,25847,7037,149482,39469,2,8504,182378,48155,3,11202,248500,65614,6,13838,310771,75516,12,18257,431667,77197,24,21053,551890,1700,43664
242010255968,PI,WELL,G,STS A,361H,42311341580000,255968,,11193,,,4580,551,,2010-02-02,2010-02-02,,60691,7302,,133023,16004,2,7,176277,21208,3,9,252913,30428,6,9,337149,36333,12,9,422397,36682,24,9,514071,,49422
242010256150,PI,WELL,G,DONNELL 1077,1H,42311341420000,256150,5496,139019,15811,,7263,826,,2009-10-13,2009-10-13,3626,98613,11215,7070,177317,20166,2,10135,232403,26431,3,16729,360967,41053,6,25559,538461,58557,12,37149,796057,59745,24,54346,1237400,6764,196662
242010257135,PI,WELL,G,BRACKEN - J V,1H,42311341770000,257135,25,152675,36137,,8716,2063,,2010-04-16,2010-04-16,0,159524,37758,0,275712,65259,2,0,355504,84145,3,50,523268,104133,6,51,738965,111557,12,51,1037895,114723,24,76,1420726,,208081
242010257317,PI,WELL,G,MILES GEORGE,1H,42311341390000,257317,,44552,1137,,7445,190,,2010-01-13,2010-01-13,39,40196,1026,39,71069,1814,2,44,94558,2413,3,44,148502,3789,6,44,218718,5580,12,60,300430,6422,24,343,414307,37,50121
242010257318,PI,WELL,G,SAN MIGUEL RANCH EF,1H,42311341970000,257318,1674,2546,,,913,222,,2010-07-12,2010-07-12,18270,44899,10917,27610,68432,16639,2,32634,79842,19413,3,44436,103653,25203,6,57246,147386,29716,12,72793,208009,30505,24,81420,241453,7839,35330
242010257538,PI,WELL,G,LOWE,1H,42311341860000,257538,,61085,8135,,8575,1142,,2010-05-28,2010-05-28,4562,113490,15115,7183,201396,26822,2,9120,264057,35167,3,13239,388558,51748,6,19178,560147,64227,12,27396,785561,66261,24,32569,997127,5802,166937
242010257679,PI,WELL,G,LOWE,3H,42311341870000,257679,,1258,,,5304,810,,2010-07-09,2010-07-09,3447,139394,21287,8888,231956,35422,2,11676,302074,46130,3,17546,448073,68426,6,24646,615822,79794,12,35559,860492,82419,24,41428,999338,8156,172018
242010257784,PI,WELL,G,DISCHER,1H,42311342090000,257784,6234,17599,,,933,96,,2010-09-09,2010-09-09,8018,36506,7181,12106,54149,10652,2,16442,72961,14353,3,24677,94381,18566,6,36474,135597,36933,12,51499,209344,50521,24,64773,277935,10174,68399
242010258750,PI,WELL,G,LOWE,2H,42311341720100,258750,14453,148543,10318,,5298,368,,2010-10-11,2010-10-11,11846,109230,7587,25497,241099,16747,2,36267,345092,23970,3,56917,545514,29788,6,90437,900447,31177,12,128761,1313084,34401,24,154485,1581421,27766,306531
242010258983,PI,WELL,G,BRACKEN - J V,3H,42311341990000,258983,41,139681,5822,,6454,269,,2010-08-23,2010-08-23,62,194603,8111,107,363658,15157,2,168,499680,20826,3,965,754222,31435,6,1020,1120016,46682,12,1115,1701597,57821,24,1242,2110455,112,384700
242010259737,PI,WELL,G,PC-Q EF,4H,42311342270000,259737,3493,20224,,,1875,216,,2010-09-08,2010-09-08,12264,78713,9068,18601,135125,15567,2,25914,178815,20600,3,39813,261950,30057,6,47606,352197,40454,12,58252,474150,63335,24,66211,547102,6417,93845
242010260055,PI,WELL,G,DILWORTH,1H,42311342770000,260055,3296,26040,,,4155,212,,2010-12-22,2010-12-22,23875,143693,7331,41015,259109,13220,2,55699,347757,17743,3,102555,651371,33234,6,174135,1110662,51567,12,246521,1608574,63989,24,275434,1797707,60779,426139
242010260065,PI,WELL,G,WOODWARD G U,1H,42311342290000,260065,3874,302183,17327,,8581,492,,2011-03-06,2011-03-06,4874,374805,21491,9050,719554,41259,2,11961,981828,56298,3,19069,1601817,82357,6,29001,2417314,85895,12,41318,3417033,105824,24,45827,3768466,11771,942079
242010260108,PI,WELL,G,PC-Q EF,2H,42311342360000,260108,6232,25979,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6232,25979,6232,25979
242010260115,PI,WELL,G,WHITEHURST - J V,1H,42311342010000,260115,,63972,,,5314,52,,2011-02-11,2011-02-11,,48528,,,84570,,2,,226405,,3,,647460,4122,6,,1143885,10279,12,,1557524,16768,24,0,1705163,,325647
242010260124,PI,WELL,G,EDWARDS,1H,42311342890000,260124,10055,68596,8677,,3281,415,,2011-01-18,2011-01-18,12594,86496,10941,26306,177932,22507,2,36320,257171,32530,3,69284,504282,63787,6,107526,803944,78080,12,142175,1075866,82774,24,160704,1197809,30911,232914
242010260126,PI,WELL,G,PC-Q EF,3H,42311342300000,260126,3856,10836,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,3856,10836,3856,10836
242010260177,PI,WELL,G,DONNELL A,6H,42311343020000,260177,7939,36551,7646,,2371,496,,2011-03-11,2011-03-11,15339,100516,21027,28597,192607,40292,2,40653,275039,57536,3,70620,498134,91561,6,111459,852083,100108,12,146400,1201152,103017,24,156572,1258545,32427,325154
242010260178,PI,WELL,G,LAYTON A,3H,42311341960100,260178,5836,24817,8227,,1810,600,,2010-11-25,2010-11-25,4400,25015,8292,7384,41399,13723,2,9374,53323,17676,3,13588,81133,26894,6,18390,106544,34668,12,23407,139345,36363,24,31149,174939,3845,25508
242010260180,PI,WELL,G,Y BAR RANCH GAS UNIT 1,1,42311342690000,260180,8123,,,,,,,,,10565,13795,,18730,43332,,2,24003,65796,,3,34279,109376,,6,40566,142020,,9,40566,142020,,9,48689,142020,48689,142020
242010260183,PI,WELL,G,AERY GAS UNIT 1,1,42311342720000,260183,10621,12954,,,,,,,,15960,33546,,25738,57037,,2,36511,88095,,3,51569,136202,,6,55688,155130,,8,55688,155130,,8,66309,168084,66309,168084
242010260184,PI,WELL,G,NICHOLS,1H,42311342460000,260184,,99454,,,8784,262,,2010-12-03,2010-12-03,,212769,6347,,363509,10844,2,,475380,14181,3,,731173,21812,6,,1063347,28687,12,25,1482621,31893,24,158,1692468,158,325267
242010260469,PI,WELL,G,BRACKEN - J V,2H,42311342230000,260469,1382,63029,25103,,3465,1380,,2010-11-21,2010-11-21,3511,188587,75109,9986,381391,151595,2,13282,507095,201659,3,22809,924917,368064,6,30839,1391617,504946,12,35853,1972732,512693,24,40672,2214043,5951,436636
242010260539,PI,WELL,G,DILWORTH,2H,42311344760000,260539,6788,28192,,,2800,152,,2011-05-03,2011-05-03,16935,95460,5183,31975,185132,10051,2,45652,270357,14678,3,80005,494418,26843,6,128364,838069,42860,12,163586,1100084,47108,24,170374,1128276,35222,262015
242010260590,PI,WELL,G,WHIPPLE A,1H,42311344500000,260590,,213692,8969,,9102,382,,2011-05-13,2011-05-13,77,217913,9146,245,379432,15925,2,355,527371,22134,3,600,857831,36004,6,777,1269514,46947,12,1068,1657609,49856,23,1068,1871301,298,443478
242010260591,PI,WELL,G,DONNELL B,7H,42311343400000,260591,1279,5282,,,3980,590,,2011-05-15,2011-05-15,18741,123539,18313,36080,240227,35611,2,50282,336686,49910,3,87775,596602,88440,6,134256,945947,128484,12,173864,1271949,134975,24,175143,1277231,39608,326002
242010260594,PI,WELL,G,DONNELL B,11H,42311345050000,260594,3866,20524,,,4192,400,,2011-05-15,2011-05-15,21618,134691,12852,37918,241349,23029,2,50792,325428,31052,3,91143,602357,57476,6,140930,980913,86426,12,178949,1309379,95051,24,182815,1329903,38019,328466
242010260655,PI,WELL,G,BRACKEN-J V,6H,42311342480000,260655,,103159,19042,,4063,750,,2011-03-31,2011-03-31,,95871,17697,7,129830,23965,2,11,176643,32606,3,17,267458,49370,6,39,386208,49675,12,42,512602,51110,24,42,633018,2,116443
242010260797,PI,WELL,G,DONNELL C,1H,42311345140000,260797,4189,14310,373,,1688,44,,2011-09-30,2011-09-30,20778,81337,2120,37658,146050,3807,2,53633,217890,5680,3,78356,328297,8581,6,101530,432120,11371,12,115234,490656,13166,19,119423,504966,31412,136128
242010261353,PI,WELL,G,CANGELOSI,1H,42311345380000,261353,,37194,,,5757,104,,2011-11-01,2011-11-01,,159931,2888,,331904,5994,2,,441386,7971,3,,657669,10986,6,,864492,13256,12,3,994763,13256,18,3,1031957,3,337094
242010261500,PI,WELL,G,EPLEY,1H,42311342170000,261500,2349,16788,1945,,1096,127,,2010-10-05,2010-10-05,2163,12637,1464,4271,22587,1464,2,5299,28072,2100,3,8515,47764,4382,6,11681,66610,6566,12,15889,86833,7303,24,20013,110597,3639,15855
242010261769,PI,WELL,G,VIRGINIA FEE,C3H,42311343050100,261769,181,77702,9615,,6740,834,,2011-05-10,2011-05-10,143,185362,22937,204,359019,44425,2,247,465240,57569,3,325,759077,84978,6,406,1100258,88466,12,426,1373856,90367,20,607,1451558,97,481588
242010261770,PI,WELL,G,VIRGINIA FEE,C8H,42311344530000,261770,153,82285,11543,,6829,958,,2011-05-10,2011-05-10,0,140707,19738,0,239498,33596,2,0,311901,43753,3,0,467996,65650,6,0,634457,67909,12,3,797299,70179,20,156,879584,3,260486
242010261912,PI,WELL,G,TEAL,1H,42311345500000,261912,,97560,6690,,4025,276,,2011-10-13,2011-10-13,,112157,7691,,212569,14576,2,,277961,19060,3,,431927,23255,6,,588403,23575,12,7,667205,23575,18,7,764765,7,235278
242010262201,PI,WELL,G,STS C,4H,42311345340000,262201,8938,51108,6936,,1739,236,,2011-10-14,2011-10-14,12805,77585,10529,29737,194690,26421,2,42879,288793,39192,3,68987,484794,65791,6,98524,727353,90671,12,113123,844695,91550,18,122061,895803,44136,359901
242010263317,PI,WELL,G,KRUGER,1H,42311345480000,263317,,30172,,,4377,144,,2011-11-01,2011-11-01,,116360,3828,,223548,7354,2,0,302906,9965,3,0,451872,14866,6,0,621508,19031,12,20,701113,19031,18,20,731285,20,249241
242010263544,PI,WELL,G,ALEXANDER MURPHY,1H,42311346000000,263544,8714,36381,1691,,2044,95,,2012-01-21,2012-01-21,11625,57745,2684,21466,100395,4666,2,33696,160850,7476,3,50670,262943,12222,6,64264,348009,15265,12,72130,392032,15420,15,80844,428413,38434,231182
242010263556,PI,WELL,G,BRACKEN-J V,5H,42311342700000,263556,1094,119332,,,7838,729,,2011-02-15,2011-02-15,871,98702,9180,1596,221931,20642,2,2053,318814,29653,3,2905,524832,48815,6,3888,776753,72247,12,4836,1060043,86709,24,5930,1179375,948,283290
242010263559,PI,WELL,G,SAN MIGUEL RANCH EF,2H,42311342850000,263559,12175,18750,,,695,35,,2011-03-26,2011-03-26,10428,15300,,17961,30786,,2,20974,36197,,3,36837,64240,1412,6,48246,114007,3918,12,66519,192128,11414,24,78694,210878,18273,78121
242010263576,PI,WELL,G,ANTHONY ET AL-J V,1H,42311342070100,263576,,76353,3714,,3207,156,,2011-06-13,2011-06-13,,15779,767,,149283,7261,2,,234023,11383,3,,378180,18395,6,,520954,25339,12,,672778,29176,23,0,749131,,164137
242010263587,PI,WELL,G,EDWARDS A,1H,42311346430000,263587,477,30597,,,4233,62,,2012-05-03,2012-05-03,1848,110965,1626,3453,223090,3269,2,4800,335814,4920,3,7180,537779,7042,6,10268,804172,8906,12,10268,804172,8906,12,10745,834769,10268,804172
242010263656,PI,WELL,G,SMITH CC,1H,42311342840000,263656,11713,76653,6003,,2554,200,,2011-03-20,2011-03-20,12144,87327,6839,20720,157448,12330,2,27233,218484,17110,3,34069,297492,23297,6,44836,436317,34168,12,58802,628685,43677,24,71435,715040,13416,181604
242010263669,PI,WELL,G,SMITH CC,2H,42311345460000,263669,6373,39741,11542,,2090,607,,2011-09-14,2011-09-14,11317,59010,17138,16096,100078,29065,2,19147,120974,35134,3,24996,176507,51262,6,31838,242532,70438,12,37947,296757,73976,20,44320,336498,10412,97373
242010263673,PI,WELL,G,SMITH CC,3H,42311345680000,263673,2296,20491,5909,,2150,620,,2011-09-11,2011-09-11,3927,58554,16885,8367,110506,31866,2,11541,156264,45061,3,18299,232681,67097,6,23248,322013,92857,12,27393,392533,97334,20,29689,413024,6738,122829
242010263806,PI,WELL,G,BRACKEN-J V,10H,42311345250000,263806,1313,42973,4852,,6164,696,,2011-08-30,2011-08-30,5157,229226,25882,9142,431730,48747,2,12584,575936,65029,3,16230,709218,80078,6,23461,958907,108269,12,26916,1184137,114671,21,28229,1227110,6302,338371
242010263868,PI,WELL,G,VIRGINIA FEE,G5H,42311345090000,263868,153,59177,3018,,6333,323,,2011-09-30,2011-09-30,0,159791,8149,0,251044,12803,2,0,324552,16552,3,0,473263,24136,6,0,654310,33370,12,0,833294,36202,20,153,892471,,290229
242010264156,PI,WELL,G,EDWARDS B,2H,42311346670000,264156,1810,13846,,,2811,93,,2013-03-01,2013-03-01,12526,102041,,22885,188544,,2,22885,188544,,2,22885,188544,,2,22885,188544,,2,22885,188544,,2,24695,202390,24695,202390
242010264424,PI,WELL,G,VIRGINIA FEE,G4H,42311344950000,264424,247,59904,,,5669,226,,2011-10-02,2011-10-02,818,126533,5045,1170,193340,7709,2,1509,249640,9954,3,2186,368855,14708,6,3055,517100,20619,12,3369,671899,22051,20,3616,731803,808,245626
242010264460,PI,WELL,G,GLADYS WHEELER,2H,42311346750000,264460,5218,28555,,,2356,141,,2012-01-05,2012-01-05,12771,66436,3976,24801,145814,8727,2,37749,230435,13792,3,65729,430767,25782,6,92096,661965,34062,12,103499,772001,36063,16,108717,800556,54676,463472
242010264556,PI,WELL,G,BRACKEN-J V,8H,42311345120000,264556,,158527,,,3385,552,,2011-06-09,2011-06-09,,97461,,,186775,,2,,186775,,3,,331695,23632,6,,532035,56303,12,,720791,83588,20,0,879318,,310858
242010265148,PI,WELL,G,BRACKEN-J V,12H,42311346740000,265148,,1760,,,6675,809,,2012-01-07,2012-01-07,2102,177388,,2102,177388,,2,3833,332419,18790,3,5187,576033,48316,6,6970,811766,76886,12,7589,941714,86508,17,7589,943474,2955,427374
242010265153,PI,WELL,G,BRACKEN-J V,11H,42311346590000,265153,5450,58927,,,5239,513,,2011-12-25,2011-12-25,9090,101869,,9090,101869,,2,12236,126478,2410,3,22635,212591,10843,6,33538,299870,19388,12,39497,362401,23245,17,44947,421328,19509,173338
