UWI,Source,API Number,IC Number,Operator Name,Current Operator Name,Lease Name,Well Num,Field Name,State Name,County Name,Hole Direction,Well Status,Current Status,Geologic Province Name,Play Name,Play Type,Permit Number,Permit Date,Depth Total Driller,Depth Total Logger,Depth True Vertical,Depth Whipstock,Class Initial Name,Class Initial Code,Class Final Name,Class Final Code,Status Final Code,Formation Projected Name,Depth Total Projected,Formation at TD Name,Formation Producing Name,Elevation Reference Value,Elevation Reference Datum,Ground Elevation,Date Spud,Date Completion,Date Rig Release,Date Abandonment,Date First Report,Date Last Activity,Depth Water Value,Depth Water Datum,Surface Latitude,Surface Longitude,Surface LL Source,Proposed BH Latitude,Proposed BH Longitude,Proposed BH LL Source,BH Latitude,BH Longitude,BH LL Source,Activity Code,Permit Filer Long,Permit Phone
42255321260000,PI,42255321260000,,PLAINS EXP & PROD CO,PLAINS EXPLORATION & PRODUCTION COMPANY,FITCH UNIT,4H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724159,"Sep 16, 2011",16120,16120,10840,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13600,EAGLE FORD,EAGLE FORD,,,308,"Jan 18, 2012","Jul 10, 2012","Jan 27, 2012",,"Sep 19, 2011","May 01, 2013",,,+28.9577000, -98.0265000,TS,+28.9460400, -98.0130700,TS,+28.9463800, -98.0135400,TS,C,,7135796578
42255321270000,PI,42255321270000,,PETROHAWK OPERATING,PETROHAWK OPERATING COMPANY,RUPPERT A,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724175,"Sep 16, 2011",15779,15779,12232,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,14000,EAGLE FORD,EAGLE FORD,517,KB,492,"Dec 02, 2011","Feb 18, 2012","Dec 23, 2011",,"Sep 19, 2011","Feb 20, 2013",,,+29.0747000, -97.6759400,TS,+29.0658500, -97.6713400,TS,+29.0655000, -97.6710900,TS,C,,9727671291
42255321280000,PI,42255321280000,42255751662011,PETROHAWK OPERATING,PETROHAWK OPERATING COMPANY,GREEN A,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724391,"Sep 20, 2011",16922,16922,12184,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,14000,EAGLE FORD,EAGLE FORD,,,456,"Dec 09, 2011","Mar 01, 2012","Dec 28, 2011",,"Sep 21, 2011","Feb 20, 2013",,,+29.0719300, -97.6845100,TS,+29.0593700, -97.6797600,TS,+29.0592800, -97.6798800,TS,C,,9727671291
42255321290000,PI,42255321290000,,CRIMSON EXP OPER INC,CRIMSON EXPLORATION OPERATING INC,LITTLEPAGE-MCBRIDE,5H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724176,"Sep 21, 2011",16201,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,10800,EAGLE FORD,EAGLE FORD,,,510,"Oct 03, 2011","Dec 21, 2011","Nov 01, 2011",,"Sep 22, 2011","Feb 20, 2013",,,+28.8484700, -98.1171600,TS,+28.8326800, -98.1084600,TS,+28.8326800, -98.1084600,TS,C,,7132367456
42255321300000,PI,42255321300000,,CRIMSON EXP OPER INC,CRIMSON EXPLORATION OPERATING INC,LITTLEPAGE-MCBRIDE,6H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724177,"Sep 21, 2011",16060,16060,10750,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,10800,EAGLE FORD,EAGLE FORD,,,510,"Oct 31, 2011","Dec 21, 2011",,,"Sep 22, 2011","Oct 24, 2012",,,+28.8485200, -98.1171600,TS,+28.8345100, -98.1059800,TS,+28.8344300, -98.1058600,TS,C,,7132367456
42255321310000,PI,42255321310000,,PIONEER NAT RES USA,PIONEER NATURAL RESOURCES USA INC,CARSON RUTH 01,01H,SUGARKANE,TEXAS,KARNES,HORIZONTAL,GAS,A,GULF COAST BASIN,,,724503,"Sep 21, 2011",17517,17517,12889,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,21000,EAGLE FORD,EAGLE FORD,,,467,"Nov 09, 2011","Feb 13, 2012","Dec 04, 2011",,"Sep 22, 2011","Apr 17, 2013",,,+28.7347500, -97.9225700,TS,+28.7444200, -97.9337900,TS,+28.7444800, -97.9337200,TS,C,,9729695728
42255321320000,PI,42255321320000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,VINCENT UNIT,6H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724670,"Sep 23, 2011",13758,,10602,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,365,"Oct 08, 2011","Dec 07, 2011","Oct 26, 2011",,"Sep 25, 2011","Feb 20, 2013",,,+29.0829700, -97.8345100,TS,+29.0742600, -97.8292000,TS,+29.0742800, -97.8291200,TS,C,,
42255321330000,PI,42255321330000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,MARTINEZ-HENKE UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724671,"Sep 23, 2011",16532,,11364,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,411,"Oct 17, 2011","Dec 10, 2011",,,"Sep 26, 2011","Feb 20, 2013",,,+28.8825400, -98.0110700,TS,+28.8677100, -98.0025700,TS,+28.8675900, -98.0028900,TS,C,,2105614204
42255321340000,PI,42255321340000,,PLAINS EXP & PROD CO,PLAINS EXPLORATION & PRODUCTION COMPANY,FOX UNIT,4H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724749,"Sep 23, 2011",16165,16165,10799,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13650,EAGLE FORD,EAGLE FORD,,,308,"Feb 18, 2012","Jun 24, 2012","Mar 05, 2012",,"Sep 26, 2011","Feb 20, 2013",,,+28.9577000, -98.0265000,TS,+28.9449600, -98.0161700,TS,+28.9449600, -98.0161700,TS,C,,7135796578
42255321350000,PI,42255321350000,,GEOSOUTHERN ENERGY,GEOSOUTHERN ENERGY CORPORATION,JOHNSON A,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724844,"Sep 27, 2011",17280,,12455,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,14000,EAGLE FORD,EAGLE FORD,,,528,"Dec 07, 2011","Feb 15, 2012","Dec 23, 2011",,"Sep 28, 2011","Apr 17, 2013",,,+29.0729900, -97.6692700,TS,+29.0661800, -97.6556700,TS,+29.0659700, -97.6558200,TS,C,,2818799973
42255321360000,PI,42255321360000,42255757382011,PLAINS EXP & PROD CO,PLAINS EXPLORATION & PRODUCTION COMPANY,ALVIN NK UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724912,"Sep 26, 2011",16359,16359,10459,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13650,EAGLE FORD,EAGLE FORD,,,308,"Jan 27, 2012","Jun 15, 2012","Feb 15, 2012",,"Sep 26, 2011","Feb 20, 2013",,,+28.9577300, -98.0264500,TS,+28.9713600, -98.0374800,TS,+28.9714800, -98.0375000,TS,C,,7135796578
42255321370000,PI,42255321370000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,FORISTER-541 UNIT A,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724937,"Sep 27, 2011",17031,17031,11421,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,403,"Oct 04, 2011","Dec 25, 2011",,,"Sep 28, 2011","Feb 20, 2013",,,+28.8850300, -98.0027800,TS,+28.8695600, -97.9961500,TS,+28.8693000, -97.9962900,TS,C,,2105614204
42255321380000,PI,42255321380000,42255758412011,PLAINS EXP & PROD CO,PLAINS EXPLORATION & PRODUCTION COMPANY,ALVIN NK UNIT,2H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724952,"Sep 27, 2011",16165,16165,10384,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13700,EAGLE FORD,EAGLE FORD,,,308,"Dec 19, 2011","Jun 15, 2012","Jan 12, 2012",,"Sep 27, 2011","Feb 20, 2013",,,+28.9578000, -98.0263500,TS,+28.9723200, -98.0347500,TS,+28.9720600, -98.0345000,TS,C,,7135796578
42255321390000,PI,42255321390000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,VINCENT UNIT,7H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,724673,"Sep 27, 2011",14250,,10566,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,367,KB,342,"Oct 31, 2011","Dec 08, 2011","Nov 29, 2011",,"Sep 28, 2011","Oct 11, 2012",,,+29.0848700, -97.8302800,TS,+29.0744500, -97.8253000,TS,+29.0745200, -97.8251700,TS,C,,
42255321400000,PI,42255321400000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,MILTON UNIT,12H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725070,"Sep 29, 2011",14900,,10431,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,311,"Oct 16, 2011","Dec 05, 2011","Nov 03, 2011",,"Sep 30, 2011","Oct 11, 2012",,,+29.0611800, -97.8431900,TS,+29.0716500, -97.8520100,TS,+29.0715500, -97.8519400,TS,C,,
42255321410000,PI,42255321410000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,MEDINA-JONAS UNIT B,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725149,"Sep 29, 2011",17804,17804,11613,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,379,"Nov 23, 2011","Apr 20, 2012",,,"Sep 30, 2011","Feb 20, 2013",,,+28.8933700, -97.9724700,TS,+28.8734900, -97.9736600,TS,+28.8734900, -97.9736700,TS,C,,2105614204
42255321420000,PI,42255321420000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,HARPER UNIT,11H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725411,"Oct 04, 2011",13935,,10560,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,305,"Nov 08, 2011","Dec 18, 2011","Dec 05, 2011",,"Oct 05, 2011","May 29, 2013",,,+29.0671100, -97.8193500,TS,+29.0737800, -97.8276700,TS,+29.0737800, -97.8278100,TS,C,,
42255321430000,PI,42255321430000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,SMITH-MELLICK UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725555,"Oct 05, 2011",16966,,11257,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,476,"Oct 16, 2011","Dec 05, 2011",,,"Oct 06, 2011","Dec 12, 2012",,,+28.8415500, -98.0223000,TS,+28.8538700, -98.0341300,TS,+28.8536900, -98.0342300,TS,C,,
42255321440000,PI,42255321440000,,PLAINS EXP & PROD CO,PLAINS EXPLORATION & PRODUCTION COMPANY,GRAMM UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725650,"Oct 06, 2011",15370,,10055,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13700,EAGLE FORD,EAGLE FORD,,,364,"Nov 25, 2011","May 17, 2012","Dec 22, 2011",,"Oct 07, 2011","Feb 20, 2013",,,+29.1496000, -97.7274000,TS,+29.1348300, -97.7183300,TS,+29.1348100, -97.7184000,TS,C,,7135796578
42255321450000,PI,42255321450000,,PLAINS EXP & PROD CO,PLAINS EXPLORATION & PRODUCTION COMPANY,GRAMM UNIT,2H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725747,"Oct 07, 2011",15280,15280,10070,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13700,EAGLE FORD,EAGLE FORD,,,364,"Dec 24, 2011","May 17, 2012","Jan 15, 2012",,"Oct 10, 2011","Mar 20, 2013",,,+29.1496300, -97.7274900,TS,+29.1339300, -97.7210900,TS,+29.1341900, -97.7203000,TS,C,,7135796578
42255321460000,PI,42255321460000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,SALGE-BUSSELMAN UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725865,"Oct 10, 2011",17046,,11824,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,385,"Oct 24, 2011","Jan 23, 2012","Nov 15, 2011",,"Oct 11, 2011","Feb 20, 2013",,,+28.8925700, -97.9552700,TS,+28.8770700, -97.9555700,TS,+28.8770700, -97.9554700,TS,C,,2105614204
42255321470000,PI,42255321470000,,BURLINGTON RES O&G,BURLINGTON RESOURCES O&G CO LP,COLEMAN UNIT A,1,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725875,"Oct 10, 2011",17748,17748,12721,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13600,EAGLE FORD,EAGLE FORD,,,351,"Jul 01, 2012","Nov 30, 2012","Jul 23, 2012",,"Oct 11, 2011","May 01, 2013",,,+28.8600300, -97.8662200,TS,+28.8673500, -97.8778700,TS,+28.8673900, -97.8778300,TS,C,,
42255321480000,PI,42255321480000,,BURLINGTON RES O&G,BURLINGTON RESOURCES O&G CO LP,CREWS UNIT A,1,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725877,"Oct 10, 2011",17534,17534,12461,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13600,EAGLE FORD,EAGLE FORD,,,353,"Apr 24, 2012","Oct 17, 2012","May 08, 2012",,"Oct 11, 2011","Apr 17, 2013",,,+28.8485400, -97.8999400,TS,+28.8616000, -97.9053800,TS,+28.8617300, -97.9054100,TS,C,,
42255321490000,PI,42255321490000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,MILTON UNIT,13H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725420,"Oct 10, 2011",13975,,10492,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,309,"Oct 21, 2011","Dec 06, 2011","Nov 05, 2011",,"Oct 11, 2011","Oct 11, 2012",,,+29.0611500, -97.8492200,TS,+29.0696300, -97.8560200,TS,+29.0696000, -97.8560700,TS,C,,
42255321500000,PI,42255321500000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,GREENLOW UNIT,4H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725427,"Oct 10, 2011",15350,15350,10680,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,322,KB,321,"Dec 11, 2011","Feb 10, 2012","Dec 29, 2011",,"Oct 11, 2011","Feb 20, 2013",,,+29.0609900, -97.8394700,TS,+29.0495100, -97.8317500,TS,+29.0496300, -97.8318000,TS,C,,
42255321520000,PI,42255321520000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,SALGE-KINKLER UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726112,"Oct 13, 2011",17105,17105,11755,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,412,DF,385,"Nov 15, 2011","Jan 25, 2012","Dec 16, 2011",,"Oct 14, 2011","Feb 20, 2013",,,+28.8925800, -97.9553700,TS,+28.8771100, -97.9579600,TS,+28.8771000, -97.9586900,TS,C,,2105614204
42255321530000,PI,42255321530000,,PIONEER NAT RES USA,PIONEER NATURAL RESOURCES USA INC,SMOLIK 01,3H,SUGARKANE,TEXAS,KARNES,HORIZONTAL,GAS,A,GULF COAST BASIN,,,726166,"Dec 13, 2011",19280,19280,12874,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,21000,EAGLE FORD,EAGLE FORD,272,KB,247,"Dec 27, 2011","Apr 26, 2012","Jan 18, 2012",,"Dec 14, 2011","Jun 19, 2013",,,+28.8299900, -97.8186900,TS,+28.8442000, -97.8326200,TS,+28.8441800, -97.8325300,TS,C,,9729693957
42255321540000,PI,42255321540000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,ALTON UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725952,"Oct 17, 2011",16028,,10745,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,399,"Dec 13, 2011","Feb 14, 2012","Jan 12, 2012",,"Oct 18, 2011","May 29, 2013",,,+29.0615600, -97.7517800,TS,+29.0727700, -97.7641900,TS,+29.0727700, -97.7641900,TS,C,,
42255321550000,PI,42255321550000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,ALTON UNIT,2H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725954,"Oct 17, 2011",15674,15674,10695,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,404,"Nov 07, 2011","Apr 04, 2012","Nov 24, 2011",,"Oct 18, 2011","Oct 11, 2012",,,+29.0640000, -97.7517700,TS,+29.0739800, -97.7627300,TS,+29.0738931, -97.7628347,IH,C,,
42255321560000,PI,42255321560000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,ALTON UNIT,3H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725957,"Oct 17, 2011",15112,,10689,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,407,"Feb 13, 2012","Apr 04, 2012","Mar 02, 2012",,"Oct 18, 2011","May 29, 2013",,,+29.0658900, -97.7523600,TS,+29.0752000, -97.7615000,TS,+29.0751700, -97.7615400,TS,C,,
42255321570000,PI,42255321570000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,GREENLOW UNIT,3H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,725960,"Oct 17, 2011",15275,15275,10768,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,362,KB,336,"Nov 18, 2011","Feb 08, 2012","Dec 06, 2011",,"Oct 18, 2011","Oct 30, 2012",,,+29.0628900, -97.8358100,TS,+29.0510100, -97.8291000,TS,+29.0510100, -97.8291000,TS,C,,
42255321580000,PI,42255321580000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,FORISTER 541 UNIT B,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726305,"Oct 18, 2011",16667,16667,11446,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,404,"Oct 17, 2011","Dec 25, 2011",,,"Oct 19, 2011","Feb 20, 2013",,,+28.8850400, -98.0026900,TS,+28.8703300, -97.9940600,TS,+28.8703100, -97.9938200,TS,C,,2105614204
42255321590000,PI,42255321590000,,PLAINS EXP & PROD CO,PLAINS EXPLORATION & PRODUCTION COMPANY,OLINICK UNIT B,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726147,"Oct 18, 2011",14391,14391,9360,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13600,EAGLE FORD,EAGLE FORD,,,375,"Apr 01, 2012","Jul 25, 2012","Apr 17, 2012",,"Oct 19, 2011","May 01, 2013",,,+29.0271400, -97.9854300,TS,+29.0148900, -97.9752000,TS,+29.0148500, -97.9751000,TS,C,,7135796578
42255321600000,PI,42255321600000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,RIPPSTEIN-RAFTER UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726404,"Oct 19, 2011",17887,17887,11433,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,344,"Dec 22, 2011","Feb 22, 2012",,,"Oct 20, 2011","May 30, 2013",,,+28.8923600, -97.9482400,TS,+28.9086300, -97.9484900,TS,+28.9095000, -97.9483600,TS,C,,2105614204
42255321610000,PI,42255321610000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,RIPPSTEIN-GOTTHARDT UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726409,"Oct 20, 2011",17180,17180,11484,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,344,"Nov 17, 2011","Feb 23, 2012",,,"Oct 21, 2011","May 29, 2013",,,+28.8923600, -97.9482400,TS,+28.9071200, -97.9455800,TS,+28.9073100, -97.9460200,TS,C,,2105614204
42255321620000,PI,42255321620000,,PLAINS EXP & PROD CO,PLAINS EXPLORATION & PRODUCTION COMPANY,OLINICK UNIT A,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726176,"Oct 19, 2011",14326,14326,9348,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13600,EAGLE FORD,EAGLE FORD,,,375,"Apr 18, 2012","Jul 25, 2012","May 05, 2012",,"Oct 20, 2011","May 01, 2013",,,+29.0270700, -97.9853800,TS,+29.0138500, -97.9781300,TS,+29.0138400, -97.9781000,TS,C,,7135796578
42255321630000,PI,42255321630000,42255774302011,PIONEER NAT RES USA,PIONEER NATURAL RESOURCES USA INC,DOUGLAS 02,01H,SUGARKANE,TEXAS,KARNES,HORIZONTAL,GAS,A,GULF COAST BASIN,,,726445,"Oct 21, 2011",19952,19952,13530,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,21000,EAGLE FORD,EAGLE FORD,,,235,"Nov 26, 2011","Apr 16, 2012","Dec 27, 2011",,"Oct 19, 2011","Jul 17, 2013",,,+28.8742400, -97.7394700,TS,+28.8821700, -97.7208300,TS,+28.8821700, -97.7208300,TS,C,,9729695728
42255321640000,PI,42255321640000,42255776572011,MARATHON OIL EF LLC,MARATHON OIL EF LLC,MAY-RYAN UNIT A,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726638,"Oct 24, 2011",15858,,11307,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,523,KB,496,"Nov 04, 2011","Feb 06, 2012","Dec 20, 2011",,"Oct 20, 2011","Feb 20, 2013",,,+28.8374600, -98.0596400,TS,+28.8264000, -98.0504000,TS,+28.8266000, -98.0504700,TS,C,,
42255321650000,PI,42255321650000,42255776582011,MARATHON OIL EF LLC,MARATHON OIL EF LLC,MAY-RYAN UNIT B,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726640,"Oct 24, 2011",15287,15287,11014,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,13500,EAGLE FORD,EAGLE FORD,,,496,"Dec 20, 2011","Feb 12, 2012","Jan 27, 2012",,"Oct 21, 2011","Feb 20, 2013",,,+28.8375200, -98.0595600,TS,+28.8469200, -98.0686500,TS,+28.8469200, -98.0686500,TS,C,,
42255321660000,PI,42255321660000,,MARATHON OIL EF LLC,MARATHON OIL EF LLC,MOHR-HONS UNIT,1H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726766,"Oct 26, 2011",16582,16582,10987,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,14500,EAGLE FORD,EAGLE FORD,,,418,"Jan 12, 2012","May 08, 2012","Feb 18, 2012",,"Oct 27, 2011","Feb 20, 2013",,,+28.8880500, -97.9922200,TS,+28.9025200, -97.9958400,TS,+28.9029200, -97.9960700,TS,C,,
42255321670000,PI,42255321670000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,WINONA UNIT,6H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726547,"Oct 25, 2011",14660,,10561,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,326,"Jan 08, 2012","Apr 12, 2012","Jan 22, 2012",,"Oct 26, 2011","Feb 20, 2013",,,+29.0447100, -97.8427000,TS,+29.0556900, -97.8497000,TS,+29.0556500, -97.8497500,TS,C,,
42255321680000,PI,42255321680000,,EOG RESOURCES INC,EOG RESOURCES INCORPORATED,WINONA UNIT,7H,EAGLEVILLE,TEXAS,KARNES,HORIZONTAL,OIL,A,GULF COAST BASIN,,,726548,"Oct 25, 2011",14437,14437,10575,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,11000,EAGLE FORD,EAGLE FORD,,,338,"Jan 10, 2012","Apr 14, 2012","Jan 23, 2012",,"Oct 26, 2011","Feb 20, 2013",,,+29.0425500, -97.8470800,TS,+29.0531200, -97.8529000,TS,+29.0531200, -97.8528800,TS,C,,
